Dosja,Arkiva,Fondi,Viti,Dosja,Faqja,Titulli,Anglisht,Citimi ,Shenime,,,,
mpb_1976_4,MPB,4,1976,4,16,"Drejtoria I to Hysni Kapo, KQ i PPSH, dt. 27.09.1976","Directorate I to Hysni Kapo, Central Committee of PPSH, 27 Agust 1976","MPB, F.4, V.1976, D.4, Fl.16. Document title: Drejtoria I to Hysni Kapo, KQ i PPSH, dt. 27.09.1976[Directorate I to Hysni Kapo, Central Committee of PPSH, 27 Agust 1976.]",,,,,
511_1977_28,AQSH,511,1977,28,1-14,Relacion mbi eksperimentet ne shkollat 8-vjecare.,Report on the experiments at 8-year schools. ,"AQSH, F.511, V.1977, D.28, Fl.1-14. Document title: Relacion mbi eksperimentet ne shkollat 8-vjecare.[Report on the experiments at 8-year schools. .]",,,,,
ISE_1977_7,AQSH,Instituti i Studimeve Ekonomike,1977,7,1,Informacion per botimet ne gjuhe te huaj,Information on publications in foreign languages,"AQSH, F.Instituti i Studimeve Ekonomike, V.1977, D.7, Fl.1. Document title: Informacion per botimet ne gjuhe te huaj[Information on publications in foreign languages.]",,,,,
511_1977_109,AQSH,511,1977,109,3,"Komisioni i Planit te Shtetit, derguar Ministrise se Arsimit dhe Kultures, dt. 6.12.1976","State Planning Commission to the Ministry of Education and Culture,  6 December 1976","AQSH, F.511, V.1977, D.109, Fl.3. Document title: Komisioni i Planit te Shtetit, derguar Ministrise se Arsimit dhe Kultures, dt. 6.12.1976[State Planning Commission to the Ministry of Education and Culture,  6 December 1976.]",,,,,
511_1977_88,AQSH,511,1977,88,28-41,"Ministria e Arsimit dhe Kultures, Relacion: ""Mbi fillimin e vitit te ri mesimor …"" derguar Komitetit Qendror te Partise, dt. 15.09.1977","Ministry of Education and Culture, Report: ""On the beginning of the school year .."" to Central Committee of the Party, 15 September 1977","AQSH, F.511, V.1977, D.88, Fl.28-41. Document title: Ministria e Arsimit dhe Kultures, Relacion: ""Mbi fillimin e vitit te ri mesimor …"" derguar Komitetit Qendror te Partise, dt. 15.09.1977[Ministry of Education and Culture, Report: ""On the beginning of the school year .."" to Central Committee of the Party, 15 September 1977.]",,,,,
490_1977_445,AQSH,490,1977,445,83,Ministria e Arsimit dhe Kultures: Relacion mbi fillimin e vitit te ri mesimor dhe problemet qe dalin. 15.09.1977,"Ministry of Education and Culture: Report on the beginning of the new academic year and resulted issues. 15 September, 1977","AQSH, F.490, V.1977, D.445, Fl.83. Document title: Ministria e Arsimit dhe Kultures: Relacion mbi fillimin e vitit te ri mesimor dhe problemet qe dalin. 15.09.1977[Ministry of Education and Culture: Report on the beginning of the new academic year and resulted issues. 15 September, 1977.]",,,,,
mpj_1977_311,MEPJ,MPJ,1977,311,10,"Ambasada ne Pekin derguar Ministrise se Puneve te Jashtme, dt. 12.01.1977. Raport i N. Konini mbi ""Disa aspekte te revolucionarizimit te arsimit ne R. P. te Kines."" ","Embassy to Beijing to Ministry of Foreign Affairs, 21 January 1977. Report of Mr. Niko Konini ""On some aspects of the revolutionization of education in P. R. China""","MEPJ, F.MPJ, V.1977, D.311, Fl.10. Document title: Ambasada ne Pekin derguar Ministrise se Puneve te Jashtme, dt. 12.01.1977. Raport i N. Konini mbi ""Disa aspekte te revolucionarizimit te arsimit ne R. P. te Kines."" [Embassy to Beijing to Ministry of Foreign Affairs, 21 January 1977. Report of Mr. Niko Konini ""On some aspects of the revolutionization of education in P. R. China"".]",,,,,
mpj_1977_312,MEPJ,MPJ,1977,311,68,"Ambasada ne Pekin derguar Ministrise se Puneve te Jashtme, dt. 23.12.1976, ""Mbi disa aspekte te zhvillimit te artit dhe kultures se sotme ne Kine"", B. Shtylla","Embassy to Beijing to Ministry of Foreign Affairs, 23.12.1976, B. Shtylla ""On the development of arts and culture in today's China."" ","MEPJ, F.MPJ, V.1977, D.311, Fl.68. Document title: Ambasada ne Pekin derguar Ministrise se Puneve te Jashtme, dt. 23.12.1976, ""Mbi disa aspekte te zhvillimit te artit dhe kultures se sotme ne Kine"", B. Shtylla[Embassy to Beijing to Ministry of Foreign Affairs, 23.12.1976, B. Shtylla ""On the development of arts and culture in today's China."" .]",,,,,
MPJ 1977/512,MEPJ,MPJ,1977,512,1,"Komiteti i Marredhenieve Kulturale me Boten e Jashtme derguar MPJ, 17.03.1977.","Committee of Cultural Relations to MFA, 17 March 1977","MEPJ, F.MPJ, V.1977, D.512, Fl.1. Document title: Komiteti i Marredhenieve Kulturale me Boten e Jashtme derguar MPJ, 17.03.1977.[Committee of Cultural Relations to MFA, 17 March 1977.]",,,,,
MPJ_105_1977,MEPJ,MPJ,1977,105,,"Ambasada ne Bukuresht derguar Ministrise se Puneve te Jashtme, dt. 6.2.1977 ","Albanian Embassy in Romania to Ministry of Foreign Affairs, Tirana, 6.2.1977","MEPJ, F.MPJ, V.1977, D.105, Fl.. Document title: Ambasada ne Bukuresht derguar Ministrise se Puneve te Jashtme, dt. 6.2.1977 [Albanian Embassy in Romania to Ministry of Foreign Affairs, Tirana, 6.2.1977.]",,,,,
platforma e sigurimit ,MPB,-,1977,-,1-20,"PPSH: Platforma e Punes Operative e Organeve te Puneve te Brendshme, 00014, 28.05.1977","PLA: The platform of operative work of the organs of the internal affairs, 28 May 1977","MPB, F.-, V.1977, D.-, Fl.1-20. Document title: PPSH: Platforma e Punes Operative e Organeve te Puneve te Brendshme, 00014, 28.05.1977[PLA: The platform of operative work of the organs of the internal affairs, 28 May 1977.]",,,,,
ISE_1978_23,AQSH,Instituti i Studimeve Ekonomike,1978,23,3,Njoftim: Mbi disa artikuj qe jane shkrojtur mbi Shqiperine ne nje reviste Gjermano-Perendimore. 25.05.1978,Notice: On some articles written about Albania in a Western-German journal. 25.05.1978,"AQSH, F.Instituti i Studimeve Ekonomike, V.1978, D.23, Fl.3. Document title: Njoftim: Mbi disa artikuj qe jane shkrojtur mbi Shqiperine ne nje reviste Gjermano-Perendimore. 25.05.1978[Notice: On some articles written about Albania in a Western-German journal. 25.05.1978.]",,,,,
MPJ 1978/354,MEPJ,MPJ,1978,354,,Lista e marreveshjeve dhe e protokolleve te perfunduara midis vendit tone dhe RP te Kines 1964-1978,The list of agreements and protocols … betweeen China and Albania 1964-1978,"MEPJ, F.MPJ, V.1978, D.354, Fl.. Document title: Lista e marreveshjeve dhe e protokolleve te perfunduara midis vendit tone dhe RP te Kines 1964-1978[The list of agreements and protocols … betweeen China and Albania 1964-1978.]",,,,,
ILB_1978_28,AQSh,ILB,1978,28,1-3,"Instituti i Larte Bujqesor derguar Komitetit Qendror te PPSH, 1978","Institute of Agriculture to Central Committee of PPSH, 1978","AQSh, F.ILB, V.1978, D.28, Fl.1-3. Document title: Instituti i Larte Bujqesor derguar Komitetit Qendror te PPSH, 1978[Institute of Agriculture to Central Committee of PPSH, 1978.]",,,,,
mpj_1978_681,MEPJ,MPJ,1978,681,10-11,"Shifer, Ambasada ne Viene derguar MPJ, dt. 8.9.1978","Cable, Embassy in Vienna to Ministry of Foreign Affairs, 8 September 1978","MEPJ, F.MPJ, V.1978, D.681, Fl.10-11. Document title: Shifer, Ambasada ne Viene derguar MPJ, dt. 8.9.1978[Cable, Embassy in Vienna to Ministry of Foreign Affairs, 8 September 1978.]",,,,,
495_1979_110,AQSH,495,1979,110,27,Vjetari i vogel statistikor 1980: I brendshem,Internal annual statistical report: 1980,"AQSH, F.495, V.1979, D.110, Fl.27. Document title: Vjetari i vogel statistikor 1980: I brendshem[Internal annual statistical report: 1980.]",,,,,
511_1979_3,AQSH,511,1979,3,10-18,"Relacion mbi planet mësimore të Universitetit, paraqitur në mbledhjen e Kolegjiumit të datës 10.1.1979 si dhe diskutimet e shokëve pjesëmarrës.","Report on the lesson plans of the university presented at the meeting of the advisory board, 10 January, 1979","AQSH, F.511, V.1979, D.3, Fl.10-18. Document title: Relacion mbi planet mësimore të Universitetit, paraqitur në mbledhjen e Kolegjiumit të datës 10.1.1979 si dhe diskutimet e shokëve pjesëmarrës.[Report on the lesson plans of the university presented at the meeting of the advisory board, 10 January, 1979.]",,,,,
511_1979/87,AQSH,511,1979,87,18,"Ministria e Arsimit dhe Kultures, derguar Universitetit Shteteror te Tiranes. Udhezimi mbi formimin e partishmerise proletare dhe te karakterit kombetar, Dt. 1.2.1979","Ministry of Education and Culture to State University of Tirana, 1 February 1979, ""Guideline on the formation of partisanship and of the national ethos.","AQSH, F.511, V.1979, D.87, Fl.18. Document title: Ministria e Arsimit dhe Kultures, derguar Universitetit Shteteror te Tiranes. Udhezimi mbi formimin e partishmerise proletare dhe te karakterit kombetar, Dt. 1.2.1979[Ministry of Education and Culture to State University of Tirana, 1 February 1979, ""Guideline on the formation of partisanship and of the national ethos..]",,,,,
Dosja Nr.44 Fondi 4 Lista e personave sovjetike qe kane studiuar ne Universitetin e Tiranes,Autoriteti i Dosjeve,4,1982,44,3,Ministria e Puneve te Brendshme. Drejtoria I. Shtetas te huaj qe jane debuar nga Shqiperia per veprimtari armiqesore (Secret),Ministry of Internal Affairs. 1st Directorate. Foreign citizens deported from Albania for hostile activities. (Secret),"Autoriteti i Dosjeve, F.4, V.1982, D.44, Fl.3. Document title: Ministria e Puneve te Brendshme. Drejtoria I. Shtetas te huaj qe jane debuar nga Shqiperia per veprimtari armiqesore (Secret)[Ministry of Internal Affairs. 1st Directorate. Foreign citizens deported from Albania for hostile activities. (Secret).]",,,,,
Dosja Nr.44 Fondi 4 Lista e personave sovjetike qe kane studiuar ne Universitetin e Tiranes,Autoriteti i Dosjeve,4,1982,44,n.a.,Ministria e Puneve te Brendshme. Drejtoria I. Lista e personave sovjetike qe kane studiuar ne Universitetin e Tiranes. Dt. 16.09.1976. (Sekret),Ministry of Internal Affairs. 1st Directorate. List of Soviet citizens who have studied at the University of Tirana. (Secret),"Autoriteti i Dosjeve, F.4, V.1982, D.44, Fl.n.a.. Document title: Ministria e Puneve te Brendshme. Drejtoria I. Lista e personave sovjetike qe kane studiuar ne Universitetin e Tiranes. Dt. 16.09.1976. (Sekret)[Ministry of Internal Affairs. 1st Directorate. List of Soviet citizens who have studied at the University of Tirana. (Secret).]",,,,,
Dosja Nr.44 Fondi 4 Lista e personave sovjetike qe kane studiuar ne Universitetin e Tiranes,Autoriteti i Dosjeve,4,1982,44,5,Ministria e Puneve te Brendshme. Drejtoria I. Dt. 23.02.1976.,Ministry of Internal Affairs. 1st Directorate. 23.02.1976,"Autoriteti i Dosjeve, F.4, V.1982, D.44, Fl.5. Document title: Ministria e Puneve te Brendshme. Drejtoria I. Dt. 23.02.1976.[Ministry of Internal Affairs. 1st Directorate. 23.02.1976.]",,,,,
"MPJ 1982/995 _ Informacion, Komiteti, fl. 38. dt. 11.3.1982. ",MEPJ,MPJ,1982,995 (Temporary),154,"Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, Tirane. Dt. 25.10.1982",Albanian Embassy in Rome to Tirana. 25.10.1982. ,"MEPJ, F.MPJ, V.1982, D.995 (Temporary), Fl.154. Document title: Ambasada ne Rome derguar Ministrise se Puneve te Jashtme, Tirane. Dt. 25.10.1982[Albanian Embassy in Rome to Tirana. 25.10.1982. .]",,,,,
,AQSH,770 (Albturizmi),1982,223,,"Kërkesa individuale për materiale informative dhe propagandistike të bëra nga individë nga shtete të ndryshme si Amerika, Algjeria, Arabia, Australia, Belgjika, Gjermania, Hollanda, etj.","Individual requests for information and propaganda materials from different states. America, Australia etc. ","AQSH, F.770 (Albturizmi), V.1982, D.223, Fl.. Document title: Kërkesa individuale për materiale informative dhe propagandistike të bëra nga individë nga shtete të ndryshme si Amerika, Algjeria, Arabia, Australia, Belgjika, Gjermania, Hollanda, etj.[Individual requests for information and propaganda materials from different states. America, Australia etc. .]",,,,,
511_1982_286_student_huaj_kongoleze_congo,AQSH,14-APSTR,1982,286,5-9,"Universiteti Shteteror i Tiranes derguar Ministrise se Arsimit dhe Kultures, dt. 27.09.1982.","State University of Tirana to Ministry of Education and Culture, on 27.09.1982.","AQSH, F.14-APSTR, V.1982, D.286, Fl.5-9. Document title: Universiteti Shteteror i Tiranes derguar Ministrise se Arsimit dhe Kultures, dt. 27.09.1982.[State University of Tirana to Ministry of Education and Culture, on 27.09.1982..]",,,,,
mpj_1982_10,MEPJ,MPJ,1982,10,2,"Keshilli i Ministrave, Vendim Nr. 2, dt. 4.11.1982","Degree of Council of Ministers, No. 2, 4 November 1982","MEPJ, F.MPJ, V.1982, D.10, Fl.2. Document title: Keshilli i Ministrave, Vendim Nr. 2, dt. 4.11.1982[Degree of Council of Ministers, No. 2, 4 November 1982.]",,,,,
mpj_1982_10,MEPJ,MPJ,1982,10,24,"Ministri i Jashtem R. Malile derguar T. Cami, Ministria e Arsimit, dt. 02.02.1982","Foreign Minister R. Malile to T. Cami, Ministry of Education, 2 February 1982","MEPJ, F.MPJ, V.1982, D.10, Fl.24. Document title: Ministri i Jashtem R. Malile derguar T. Cami, Ministria e Arsimit, dt. 02.02.1982[Foreign Minister R. Malile to T. Cami, Ministry of Education, 2 February 1982.]",,,,,
mpj_1982_10,MEPJ,MPJ,1982,10,40-42,"Vendim i Keshillit te Ministrave Nr. 281, dt. 12.10.1982 ""Per bursat e studenteve dhe te pasuniversitareve tane jashte shtetit."" (Sekret)","Decree of the Council of Ministers, No. 281, 12 October 1982, ""On the scholarships of students abroad."" (Secret)","MEPJ, F.MPJ, V.1982, D.10, Fl.40-42. Document title: Vendim i Keshillit te Ministrave Nr. 281, dt. 12.10.1982 ""Per bursat e studenteve dhe te pasuniversitareve tane jashte shtetit."" (Sekret)[Decree of the Council of Ministers, No. 281, 12 October 1982, ""On the scholarships of students abroad."" (Secret).]",,,,,
"MPB. 4, V.1982, D.44, Fl.3. ",MPB,1,1982,44,3,Shtetas te huaj qe jane debuar nga Shqiperia per veprimtari armiqesore (Secret),Foreign citizens deported from Albania for hostile activities. (Secret).,"MPB, F.1, V.1982, D.44, Fl.3. Document title: Shtetas te huaj qe jane debuar nga Shqiperia per veprimtari armiqesore (Secret)[Foreign citizens deported from Albania for hostile activities. (Secret)..]",,,,,
511_1982_150,AQSH,511,1982,150,,Regjistri statistikor … ,Statistical records,"AQSH, F.511, V.1982, D.150, Fl.. Document title: Regjistri statistikor … [Statistical records.]",,,,,
14_1983_55,AQSH,14-APOU,1983,55,44-45,Protokoll mbledhjeje: Per takimin e bere me kuadrot e Komitetit te Shkences dhe Teknikes. ,Meeting protocol: Meeting of with the cadres of the Committee of Science and Technology,"AQSH, F.14-APOU, V.1983, D.55, Fl.44-45. Document title: Protokoll mbledhjeje: Per takimin e bere me kuadrot e Komitetit te Shkences dhe Teknikes. [Meeting protocol: Meeting of with the cadres of the Committee of Science and Technology.]",,,,,
511_1983_73,AQSH,511,1983,73,89,"Ministria e Arsimit dhe Kultures derguar Universitetit, dt. 2.12.1983","Ministry of Education and Culture to University of Tirana, 2 December 1983","AQSH, F.511, V.1983, D.73, Fl.89. Document title: Ministria e Arsimit dhe Kultures derguar Universitetit, dt. 2.12.1983[Ministry of Education and Culture to University of Tirana, 2 December 1983.]",,,,,
511_1983_73,AQSH,511,1983,73,50-59,"Studim mbi persosjen e kritereve te pranimit ne shkollat e larta, dt. 15.12.1983","Study on the improvement of the admission criteria, 15 December 1983","AQSH, F.511, V.1983, D.73, Fl.50-59. Document title: Studim mbi persosjen e kritereve te pranimit ne shkollat e larta, dt. 15.12.1983[Study on the improvement of the admission criteria, 15 December 1983.]",,,,,
800_1958_116,AQSH,800,1985,116,6,Te dhena mbi gradat e titujt shkencore deri me 31.12.1985. Pasqyra Nr. 6,Data on the academic ranks and titles until 31.12.1985. Table nr. 6,"AQSH, F.800, V.1985, D.116, Fl.6. Document title: Te dhena mbi gradat e titujt shkencore deri me 31.12.1985. Pasqyra Nr. 6[Data on the academic ranks and titles until 31.12.1985. Table nr. 6.]",,,,,
511_1985_77,AQSH,511,1985,77,8,"""Per ngritjen e nivelit te pregatitjes se kuadrove ne Fakultetin e Mjekesise."" Ministria e Arsimit dhe Kultures derguar Keshillit te Ministrave, dt. 18.02.1985","""On raising the level of qualification at the Faculty of Medicine."" Ministry of Education to Council of Ministers, 18 February, 1985 ","AQSH, F.511, V.1985, D.77, Fl.8. Document title: ""Per ngritjen e nivelit te pregatitjes se kuadrove ne Fakultetin e Mjekesise."" Ministria e Arsimit dhe Kultures derguar Keshillit te Ministrave, dt. 18.02.1985[""On raising the level of qualification at the Faculty of Medicine."" Ministry of Education to Council of Ministers, 18 February, 1985 .]",,,,,
"AQSH, Ministria e Arsimit Fond 511, Folder 161, Year 1985. Tirana,",AQSH,511,1985,161,n.a.,"Ambasada ne Paris derguar Ministrise se Puneve te Jashtme: Relacion mbi sistemin e sistemimin e studenteve dhe pasuniversitareve per vitin arsimor 1985-1986, dt. 16.12.1985","Embassy Paris to Tirana, Ministry of Foreign Affairs: Report on the system and accommodation of students and postgraduates for the academic year 1985-1986. On 16 December, 1985.","AQSH, F.511, V.1985, D.161, Fl.n.a.. Document title: Ambasada ne Paris derguar Ministrise se Puneve te Jashtme: Relacion mbi sistemin e sistemimin e studenteve dhe pasuniversitareve per vitin arsimor 1985-1986, dt. 16.12.1985[Embassy Paris to Tirana, Ministry of Foreign Affairs: Report on the system and accommodation of students and postgraduates for the academic year 1985-1986. On 16 December, 1985..]",,,,,
